bacteria,filter.D
Mesotoga infera,FALSE
Mesotoga prima,FALSE
Metabacillus litoralis,FALSE
Metabacillus sp. KUDC1714,FALSE
Metakosakonia sp. MRY16-398,FALSE
Metallosphaera cuprina,FALSE
Metallosphaera hakonensis,FALSE
Metallosphaera tengchongensis,FALSE
Methanobacterium congolense,FALSE
Methanobacterium formicicum,FALSE
Methanobacterium lacus,FALSE
Methanobacterium paludis,FALSE
Methanobacterium sp. MB1,FALSE
Methanobacterium sp. MZ-A1,FALSE
Methanobacterium subterraneum,FALSE
Methanobrevibacter millerae,FALSE
Methanobrevibacter olleyae,FALSE
Methanobrevibacter oralis,FALSE
Methanobrevibacter ruminantium,FALSE
Methanobrevibacter smithii,FALSE
Methanobrevibacter sp. AbM4,FALSE
Methanobrevibacter sp. YE315,FALSE
Methanocaldococcus bathoardescens,FALSE
Methanocaldococcus fervens,FALSE
Methanocaldococcus infernus,FALSE
Methanocaldococcus jannaschii,FALSE
Methanocaldococcus sp. FS406-22,FALSE
Methanocaldococcus vulcanius,FALSE
Methanocella arvoryzae,FALSE
Methanocella conradii,FALSE
Methanocella paludicola,FALSE
Methanococcoides burtonii,FALSE
Methanococcoides methylutens,FALSE
Methanococcus aeolicus,FALSE
Methanococcus maripaludis,FALSE
Methanococcus vannielii,FALSE
Methanococcus voltae,FALSE
Methanocorpusculum labreanum,FALSE
Methanoculleus bourgensis,FALSE
Methanoculleus marisnigri,FALSE
Methanofervidicoccus sp. A16,FALSE
Methanofollis liminatans,FALSE
Methanohalobium evestigatum,FALSE
Methanohalophilus halophilus,FALSE
Methanohalophilus mahii,FALSE
Methanohalophilus portucalensis,FALSE
Methanolacinia petrolearia,FALSE
Methanolobus zinderi,FALSE
Methanomethylovorans hollandica,FALSE
Methanoplanus limicola,FALSE
Methanopyrus kandleri,FALSE
Methanoregula boonei,FALSE
Methanosaeta harundinacea,FALSE
Methanosalsum zhilinae,FALSE
Methanosarcina acetivorans,FALSE
Methanosarcina barkeri,FALSE
Methanosarcina flavescens,FALSE
Methanosarcina horonobensis,FALSE
Methanosarcina lacustris,FALSE
Methanosarcina mazei,FALSE
Methanosarcina siciliae,FALSE
Methanosarcina sp. Kolksee,FALSE
Methanosarcina sp. MTP4,FALSE
Methanosarcina sp. WH1,FALSE
Methanosarcina sp. WWM596,FALSE
Methanosarcina thermophila,FALSE
Methanosarcina vacuolata,FALSE
Methanosphaera sp. BMS,FALSE
Methanosphaera stadtmanae,FALSE
Methanosphaerula palustris,FALSE
Methanospirillum hungatei,FALSE
Methanothermobacter sp. KEPCO-1,FALSE
Methanothermobacter sp. THM-1,FALSE
Methanothermococcus okinawensis,FALSE
Methanothermus fervidus,FALSE
Methanothrix soehngenii,FALSE
Methanotorris igneus,FALSE
Methylacidiphilum fumariolicum,FALSE
Methylacidiphilum infernorum,FALSE
Methylacidiphilum kamchatkense,FALSE
Methylibium petroleiphilum,FALSE
Methylibium sp. Pch-M,FALSE
Methylobacillus flagellatus,FALSE
Methylobacterium aquaticum,FALSE
Methylobacterium brachiatum,FALSE
Methylobacterium currus,FALSE
Methylobacterium durans,FALSE
Methylobacterium mesophilicum,FALSE
Methylobacterium nodulans,FALSE
Methylobacterium oryzae,FALSE
Methylobacterium phyllosphaerae,FALSE
Methylobacterium radiotolerans,FALSE
Methylobacterium sp. 17Sr1-1,FALSE
Methylobacterium sp. 17Sr1-43,FALSE
Methylobacterium sp. 4-46,FALSE
Methylobacterium sp. AMS5,FALSE
Methylobacterium sp. C1,FALSE
Methylobacterium sp. DM1,FALSE
Methylobacterium sp. WL1,FALSE
Methylobacterium sp. XJLW,FALSE
Methylobacterium terrae,FALSE
Methylocaldum marinum,FALSE
Methyloceanibacter caenitepidi,FALSE
Methyloceanibacter sp. wino2,FALSE
Methylocella silvestris,FALSE
Methylocella tundrae,FALSE
Methylococcus capsulatus,FALSE
Methylococcus sp. IM1,FALSE
Methylocystis bryophila,FALSE
Methylocystis heyeri,FALSE
Methylocystis parvus,FALSE
Methylocystis rosea,FALSE
Methylocystis sp. SC2,FALSE
Methyloligella sp. GL2,FALSE
Methylomicrobium album,FALSE
Methylomicrobium alcaliphilum,FALSE
Methylomicrobium buryatense,FALSE
Methylomicrobium sp. wino1,FALSE
Methylomonas denitrificans,FALSE
Methylomonas koyamae,FALSE
Methylomonas methanica,FALSE
Methylomonas sp. DH-1,FALSE
Methylomonas sp. GJ1,FALSE
Methylomonas sp. LL1,FALSE
Methylomonas sp. LW13,FALSE
Methylomusa anaerophila,FALSE
Methylophaga frappieri,FALSE
Methylophaga nitratireducenticrescens,FALSE
Methylophilus medardicus,FALSE
Methylophilus sp. TWE2,FALSE
Methylorubrum extorquens,FALSE
Methylorubrum populi,FALSE
Methylosinus sp. C49,FALSE
Methylosinus trichosporium,FALSE
Methylotenera mobilis,FALSE
Methylotenera versatilis,FALSE
Methyloversatilis sp. RAC08,FALSE
Methylovirgula ligni,FALSE
Methylovorus glucosotrophus,FALSE
Methylovorus sp. MP688,FALSE
Methylovulum psychrotolerans,FALSE
Micavibrio aeruginosavorus,FALSE
Microbacterium amylolyticum,FALSE
Microbacterium aurum,FALSE
Microbacterium chocolatum,FALSE
Microbacterium endophyticum,FALSE
Microbacterium esteraromaticum,FALSE
Microbacterium foliorum,FALSE
Microbacterium ginsengisoli,FALSE
Microbacterium hominis,FALSE
Microbacterium lemovicicum,FALSE
Microbacterium oleivorans,FALSE
Microbacterium oryzae,FALSE
Microbacterium oxydans,FALSE
Microbacterium paludicola,FALSE
Microbacterium paraoxydans,FALSE
Microbacterium protaetiae,FALSE
Microbacterium pygmaeum,FALSE
Microbacterium schleiferi,FALSE
Microbacterium sediminis,FALSE
Microbacterium sp. 1.5R,FALSE
Microbacterium sp. 10M-3C3,FALSE
Microbacterium sp. 1S1,FALSE
Microbacterium sp. 4R-513,FALSE
Microbacterium sp. A18JL200,FALSE
Microbacterium sp. A18JL241,FALSE
Microbacterium sp. ABRD_28,FALSE
Microbacterium sp. BH-3-3-3,FALSE
Microbacterium sp. CBA3102,FALSE
Microbacterium sp. CGR1,FALSE
Microbacterium sp. HY82,FALSE
Microbacterium sp. L-031,FALSE
Microbacterium sp. LKL04,FALSE
Microbacterium sp. No. 7,FALSE
Microbacterium sp. Nx66,FALSE
Microbacterium sp. NY27,FALSE
Microbacterium sp. oral taxon 186,FALSE
Microbacterium sp. PAMC 28756,FALSE
Microbacterium sp. PM5,FALSE
Microbacterium sp. RG1,FALSE
Microbacterium sp. Se63.02b,FALSE
Microbacterium sp. SGAir0570,FALSE
Microbacterium sp. ST-M6,FALSE
Microbacterium sp. str. 'China',FALSE
Microbacterium sp. TPU 3598,FALSE
Microbacterium sp. WY121,FALSE
Microbacterium sp. XT11,FALSE
Microbacterium sp. Y-01,FALSE
Microbacterium testaceum,FALSE
Microbacterium wangchenii,FALSE
Microbulbifer agarilyticus,FALSE
Microbulbifer aggregans,FALSE
Microbulbifer hydrolyticus,FALSE
Microbulbifer sp. A4B17,FALSE
Microbulbifer sp. ALW1,FALSE
Microbulbifer sp. GL-2,FALSE
Microbulbifer sp. SH-1,FALSE
Microbulbifer sp. THAF38,FALSE
Microbulbifer sp. YPW1,FALSE
Microbulbifer thermotolerans,FALSE
Microcella alkaliphila,FALSE
Microchaete diplosiphon,FALSE
Micrococcus luteus,TRUE
Micrococcus sp. KBS0714,FALSE
Microcoleus sp. PCC 7113,FALSE
Microcystis aeruginosa,FALSE
Microcystis panniformis,FALSE
Microcystis sp. MC19,FALSE
Microlunatus phosphovorus,FALSE
Microlunatus soli,FALSE
Microlunatus sp. Gsoil 973,FALSE
Microlunatus sp. KUDC0627,FALSE
Micromonospora aurantiaca,FALSE
Micromonospora auratinigra,FALSE
Micromonospora carbonacea,FALSE
Micromonospora chokoriensis,FALSE
Micromonospora coriariae,FALSE
Micromonospora coxensis,FALSE
Micromonospora craniellae,FALSE
Micromonospora echinaurantiaca,FALSE
Micromonospora echinofusca,FALSE
Micromonospora echinospora,FALSE
Micromonospora inositola,FALSE
Micromonospora krabiensis,FALSE
Micromonospora narathiwatensis,FALSE
Micromonospora purpureochromogenes,FALSE
Micromonospora rifamycinica,FALSE
Micromonospora sagamiensis,FALSE
Micromonospora siamensis,FALSE
Micromonospora sp. 28ISP2-46,FALSE
Micromonospora sp. B006,FALSE
Micromonospora sp. HM134,FALSE
Micromonospora sp. L5,FALSE
Micromonospora sp. WMMA2032,FALSE
Micromonospora sp. WMMC415,FALSE
Micromonospora terminaliae,FALSE
Micromonospora tulbaghiae,FALSE
Micromonospora zamorensis,FALSE
Micropruina glycogenica,TRUE
Microvirga ossetica,FALSE
Microvirga sp. 17 mud 1-3,FALSE
Microvirga thermotolerans,FALSE
Microvirgula aerodenitrificans,FALSE
mine drainage metagenome,FALSE
Minicystis rosea,FALSE
Miniimonas sp. S16,FALSE
Mitsuaria sp. 7,FALSE
Mitsuokella multacida,FALSE
Mitsuokella sp. oral taxon 131,TRUE
Mixta calida,FALSE
Mixta gaviniae,FALSE
Mixta intestinalis,FALSE
Mixta theicola,FALSE
Mobilicoccus sp. NJES-13,FALSE
Mobiluncus curtisii,FALSE
Mobiluncus mulieris,FALSE
Modestobacter marinus,FALSE
Mogibacterium diversum,TRUE
Mogibacterium pumilum,FALSE
Mogibacterium timidum,FALSE
Monaibacterium sp. ALG8,FALSE
Monoglobus pectinilyticus,FALSE
Moorea producens,FALSE
Moorella glycerini,FALSE
Moorella thermoacetica,FALSE
Moraxella bovis,FALSE
Moraxella bovoculi,FALSE
Moraxella catarrhalis,FALSE
Moraxella cuniculi,FALSE
Moraxella lincolnii,FALSE
Moraxella nonliquefaciens,FALSE
Moraxella osloensis,FALSE
Moraxella ovis,FALSE
Moraxella sp. HMSC061H09,FALSE
Morganella morganii,FALSE
Moritella marina,FALSE
Moritella viscosa,FALSE
Moritella yayanosii,FALSE
Mucilaginibacter ginsenosidivorans,FALSE
Mucilaginibacter ginsenosidivorax,FALSE
Mucilaginibacter gotjawali,FALSE
Mucilaginibacter mallensis,FALSE
Mucilaginibacter paludis,FALSE
Mucilaginibacter rubeus,FALSE
Mucilaginibacter sp. 14171R-50,FALSE
Mucilaginibacter sp. F39-2,FALSE
Mucilaginibacter sp. G2-14,FALSE
Mucilaginibacter sp. HYN0043,FALSE
Mucilaginibacter sp. PAMC 26640,FALSE
Mucilaginibacter xinganensis,FALSE
Mucinivorans hirudinis,FALSE
Mumia sp. ZJ1417,FALSE
Murdochiella vaginalis,FALSE
Muribaculum intestinale,FALSE
Muribaculum sp. TLL-A4,FALSE
Muricauda lutaonensis,FALSE
Muricauda ruestringensis,FALSE
Muricauda sp. 501str8,FALSE
Muriicola sp. MMS17-SY002,FALSE
Mycetocola sp. 449,FALSE
Mycetocola sp. JXN-3,FALSE
Mycetohabitans rhizoxinica,FALSE
Mycoavidus cysteinexigens,FALSE
Mycoavidus sp. B2-EB,FALSE
Mycobacterium avium,FALSE
Mycobacterium basiliense,FALSE
Mycobacterium branderi,FALSE
Mycobacterium canettii,FALSE
Mycobacterium chimaera,FALSE
Mycobacterium colombiense,FALSE
Mycobacterium conspicuum,FALSE
Mycobacterium cookii,FALSE
Mycobacterium dioxanotrophicus,FALSE
Mycobacterium florentinum,FALSE
Mycobacterium gallinarum,FALSE
Mycobacterium gordonae,FALSE
Mycobacterium grossiae,FALSE
Mycobacterium haemophilum,FALSE
Mycobacterium heidelbergense,FALSE
Mycobacterium intracellulare,FALSE
Mycobacterium kansasii,FALSE
Mycobacterium kubicae,FALSE
Mycobacterium lacus,FALSE
Mycobacterium leprae,FALSE
Mycobacterium lepraemurium,FALSE
Mycobacterium liflandii,FALSE
Mycobacterium mantenii,FALSE
Mycobacterium marinum,FALSE
Mycobacterium marseillense,FALSE
Mycobacterium noviomagense,FALSE
Mycobacterium paragordonae,FALSE
Mycobacterium paraseoulense,FALSE
Mycobacterium parmense,FALSE
Mycobacterium pseudoshottsii,FALSE
Mycobacterium saskatchewanense,FALSE
Mycobacterium seoulense,FALSE
Mycobacterium shigaense,FALSE
Mycobacterium shinjukuense,FALSE
Mycobacterium simiae,FALSE
Mycobacterium sp. DL440,FALSE
Mycobacterium sp. DL592,FALSE
Mycobacterium sp. DL90,FALSE
Mycobacterium sp. ELW1,FALSE
Mycobacterium sp. EPa45,FALSE
Mycobacterium sp. JS623,FALSE
Mycobacterium sp. KMS,FALSE
Mycobacterium sp. MS1601,FALSE
Mycobacterium sp. PYR15,FALSE
Mycobacterium sp. QIA-37,FALSE
Mycobacterium sp. THAF192,FALSE
Mycobacterium sp. WY10,FALSE
Mycobacterium sp. YC-RL4,FALSE
Mycobacterium stomatepiae,FALSE
Mycobacterium tuberculosis,FALSE
Mycobacterium ulcerans,FALSE
Mycobacterium xenopi,FALSE
Mycobacteroides abscessus,FALSE
Mycobacteroides chelonae,FALSE
Mycobacteroides immunogenum,FALSE
Mycobacteroides salmoniphilum,FALSE
Mycobacteroides saopaulense,FALSE
Mycolicibacillus koreensis,FALSE
Mycolicibacter hiberniae,FALSE
Mycolicibacter minnesotensis,FALSE
Mycolicibacter sinensis,FALSE
Mycolicibacter terrae,FALSE
Mycolicibacterium aichiense,FALSE
Mycolicibacterium alvei,FALSE
Mycolicibacterium anyangense,FALSE
Mycolicibacterium arabiense,FALSE
Mycolicibacterium aubagnense,FALSE
Mycolicibacterium aurum,FALSE
Mycolicibacterium boenickei,FALSE
Mycolicibacterium celeriflavum,FALSE
Mycolicibacterium chitae,FALSE
Mycolicibacterium chubuense,FALSE
Mycolicibacterium confluentis,FALSE
Mycolicibacterium doricum,FALSE
Mycolicibacterium duvalii,FALSE
Mycolicibacterium fallax,FALSE
Mycolicibacterium fluoranthenivorans,FALSE
Mycolicibacterium fortuitum,FALSE
Mycolicibacterium frederiksbergense,FALSE
Mycolicibacterium gadium,FALSE
Mycolicibacterium gilvum,FALSE
Mycolicibacterium goodii,FALSE
Mycolicibacterium hassiacum,FALSE
Mycolicibacterium helvum,FALSE
Mycolicibacterium insubricum,FALSE
Mycolicibacterium litorale,FALSE
Mycolicibacterium madagascariense,FALSE
Mycolicibacterium mageritense,FALSE
Mycolicibacterium monacense,FALSE
Mycolicibacterium moriokaense,FALSE
Mycolicibacterium neoaurum,FALSE
Mycolicibacterium parafortuitum,FALSE
Mycolicibacterium phlei,FALSE
Mycolicibacterium phocaicum,FALSE
Mycolicibacterium poriferae,FALSE
Mycolicibacterium psychrotolerans,FALSE
Mycolicibacterium pulveris,FALSE
Mycolicibacterium rhodesiae,FALSE
Mycolicibacterium rutilum,FALSE
Mycolicibacterium sarraceniae,FALSE
Mycolicibacterium sediminis,FALSE
Mycolicibacterium smegmatis,FALSE
Mycolicibacterium thermoresistibile,FALSE
Mycolicibacterium tokaiense,FALSE
Mycolicibacterium vaccae,FALSE
Mycolicibacterium vanbaalenii,FALSE
Mycoplasma agalactiae,FALSE
Mycoplasma alkalescens,FALSE
Mycoplasma anatis,FALSE
Mycoplasma anseris,FALSE
Mycoplasma anserisalpingitidis,FALSE
Mycoplasma arginini,FALSE
Mycoplasma arthritidis,FALSE
Mycoplasma bovigenitalium,FALSE
Mycoplasma bovirhinis,FALSE
Mycoplasma bovis,FALSE
Mycoplasma bovoculi,FALSE
Mycoplasma canadense,FALSE
Mycoplasma canis,FALSE
Mycoplasma capricolum,FALSE
Mycoplasma citelli,FALSE
Mycoplasma cloacale,FALSE
Mycoplasma columbinasale,FALSE
Mycoplasma conjunctivae,FALSE
Mycoplasma crocodyli,FALSE
Mycoplasma cynos,FALSE
Mycoplasma dispar,FALSE
Mycoplasma edwardii,FALSE
Mycoplasma felis,FALSE
Mycoplasma flocculare,FALSE
Mycoplasma gallisepticum,FALSE
Mycoplasma gallopavonis,FALSE
Mycoplasma haemocanis,FALSE
Mycoplasma haemofelis,FALSE
Mycoplasma hominis,FALSE
Mycoplasma hyopneumoniae,FALSE
Mycoplasma hyorhinis,FALSE
Mycoplasma hyosynoviae,FALSE
Mycoplasma iowae,FALSE
Mycoplasma leachii,FALSE
Mycoplasma maculosum,FALSE
Mycoplasma meleagridis,FALSE
Mycoplasma mobile,FALSE
Mycoplasma mycoides,FALSE
Mycoplasma nasistruthionis,FALSE
Mycoplasma neurolyticum,FALSE
Mycoplasma orale,FALSE
Mycoplasma ovipneumoniae,FALSE
Mycoplasma ovis,FALSE
Mycoplasma parvum,FALSE
Mycoplasma penetrans,FALSE
Mycoplasma phocicerebrale,FALSE
Mycoplasma phocidae,FALSE
Mycoplasma phocirhinis,FALSE
Mycoplasma pneumoniae,FALSE
Mycoplasma pullorum,FALSE
Mycoplasma pulmonis,FALSE
Mycoplasma putrefaciens,FALSE
Mycoplasma salivarium,FALSE
Mycoplasma sp. (ex Biomphalaria glabrata),FALSE
Mycoplasma sp. 1654_15,FALSE
Mycoplasma sp. C264-NAS,FALSE
Mycoplasma sp. Mirounga ES2806-GEN,FALSE
Mycoplasma sp. Mirounga ES2806-NAS,FALSE
Mycoplasma sp. NEAQ87857,FALSE
Mycoplasma sp. OR1901,FALSE
Mycoplasma sp. Pen4,FALSE
Mycoplasma sp. Phocoena C-264-GEN,FALSE
Mycoplasma struthionis,FALSE
Mycoplasma suis,FALSE
Mycoplasma synoviae,FALSE
Mycoplasma tullyi,FALSE
Mycoplasma wenyonii,FALSE
Mycoplasma yeatsii,FALSE
Mycoplasmopsis californica,FALSE
Mycoplasmopsis columbina,FALSE
Mycoplasmopsis columboralis,FALSE
Mycoplasmopsis gallinacea,FALSE
Mycoplasmopsis glycophila,FALSE
Myroides odoratimimus,FALSE
Myroides odoratus,FALSE
Myroides phaeus,FALSE
Myroides profundi,FALSE
Myroides sp. A21,FALSE
Myroides sp. CJ210,FALSE
Myroides sp. ZB35,FALSE
Myxococcus hansupus,FALSE
Myxococcus stipitatus,FALSE
Myxococcus xanthus,FALSE
Nakamurella multipartita,FALSE
Nakamurella panacisegetis,FALSE
Nakamurella sp. PAMC28650,FALSE
Nakamurella sp. s14-144,FALSE
Natranaerobius thermophilus,FALSE
Natrarchaeobaculum aegyptiacum,FALSE
Natrarchaeobaculum sulfurireducens,FALSE
Natrialba magadii,FALSE
Natrinema pallidum,FALSE
Natrinema pellirubrum,FALSE
Natrinema sp. J7-2,FALSE
Natrinema sp. YPL30,FALSE
Natrinema versiforme,FALSE
Natronobacterium gregoryi,FALSE
Natronococcus occultus,FALSE
Natronomonas moolapensis,FALSE
Natronomonas pharaonis,FALSE
Natronomonas sp. C90,FALSE
Natronomonas sp. YPL13,FALSE
Natronorubrum aibiense,FALSE
Natronorubrum bangense,FALSE
Naumovozyma castellii,FALSE
Naumovozyma dairenensis,FALSE
Nautilia profundicola,FALSE
Nautilia sp. PV-1,FALSE
Ndongobacter massiliensis,FALSE
Neisseria animalis,TRUE
Neisseria animaloris,TRUE
Neisseria bacilliformis,TRUE
Neisseria brasiliensis,TRUE
Neisseria canis,TRUE
Neisseria chenwenguii,TRUE
Neisseria cinerea,TRUE
Neisseria dentiae,TRUE
Neisseria elongata,TRUE
Neisseria flavescens,TRUE
Neisseria gonorrhoeae,TRUE
Neisseria lactamica,TRUE
Neisseria macacae,TRUE
Neisseria meningitidis,TRUE
Neisseria mucosa,TRUE
Neisseria musculi,TRUE
Neisseria perflava,TRUE
Neisseria polysaccharea,TRUE
Neisseria shayeganii,TRUE
Neisseria sicca,TRUE
Neisseria sp. 10022,TRUE
Neisseria sp. KEM232,TRUE
Neisseria sp. oral taxon 014,TRUE
Neisseria sp. oral taxon 020,TRUE
Neisseria sp. ZJ785,TRUE
Neisseria subflava,TRUE
Neisseria wadsworthii,TRUE
Neisseria weaveri,TRUE
Neisseria zalophi,TRUE
Neisseria zoodegmatis,TRUE
Neoasaia chiangmaiensis,FALSE
Neobacillus mesonae,FALSE
Neobacillus thermocopriae,FALSE
Neochlamydia sp. S13,FALSE
Neodiprion abietis NPV,FALSE
Neokomagataea tanensis,FALSE
Neomicrococcus aestuarii,FALSE
Neorhizobium galegae,FALSE
Neorhizobium sp. NCHU2750,FALSE
Neorhizobium sp. SOG26,FALSE
Neorickettsia findlayensis,FALSE
Neorickettsia helminthoeca,FALSE
Neorickettsia risticii,FALSE
Neorickettsia sennetsu,FALSE
Neptunomonas concharum,FALSE
Neptunomonas phycophila,FALSE
Nesterenkonia sp. NBAIMH1,FALSE
Neurospora crassa,FALSE
Niabella ginsenosidivorans,FALSE
Niabella soli,FALSE
Niastella koreensis,FALSE
Nibribacter sp. BT10,FALSE
Nibricoccus aquaticus,FALSE
Nissabacter sp. SGAir0207,FALSE
Nitratifractor salsuginis,FALSE
Nitratireductor sp. OM-1,FALSE
Nitratireductor sp. SY7,FALSE
Nitratiruptor labii,FALSE
Nitratiruptor sp. SB155-2,FALSE
Nitrincola sp. KXZD1103,FALSE
Nitrobacter hamburgensis,FALSE
Nitrobacter winogradskyi,FALSE
Nitrosarchaeum sp. AC2,FALSE
Nitrosococcus halophilus,FALSE
Nitrosococcus oceani,FALSE
Nitrosococcus wardiae,FALSE
Nitrosococcus watsonii,FALSE
Nitrosomonas communis,FALSE
Nitrosomonas europaea,FALSE
Nitrosomonas eutropha,FALSE
Nitrosomonas sp. AL212,FALSE
Nitrosomonas sp. Is79A3,FALSE
Nitrosomonas stercoris,FALSE
Nitrosomonas ureae,FALSE
Nitrosopumilus adriaticus,FALSE
Nitrosopumilus cobalaminigenes,FALSE
Nitrosopumilus maritimus,FALSE
Nitrosopumilus oxyclinae,FALSE
Nitrosopumilus piranensis,FALSE
Nitrosopumilus ureiphilus,FALSE
Nitrososphaera viennensis,FALSE
Nitrosospira briensis,FALSE
Nitrosospira lacus,FALSE
Nitrosospira multiformis,FALSE
Nitrospira defluvii,FALSE
Nitrospira japonica,FALSE
Nitrospira moscoviensis,FALSE
Nitrospira sp. KM1,FALSE
Nitrospirillum amazonense,FALSE
Niveispirillum cyanobacteriorum,FALSE
Nocardia arthritidis,FALSE
Nocardia asteroides,FALSE
Nocardia brasiliensis,FALSE
Nocardia cyriacigeorgica,FALSE
Nocardia farcinica,FALSE
Nocardia mangyaensis,FALSE
Nocardia nova,FALSE
Nocardia otitidiscaviarum,FALSE
Nocardia seriolae,FALSE
Nocardia sp. CS682,FALSE
Nocardia sp. WCH-YHL-001,FALSE
Nocardia terpenica,FALSE
Nocardia wallacei,FALSE
Nocardia yunnanensis,FALSE
Nocardioides anomalus,FALSE
Nocardioides baekrokdamisoli,FALSE
Nocardioides daphniae,FALSE
Nocardioides dokdonensis,FALSE
Nocardioides euryhalodurans,FALSE
Nocardioides humi,FALSE
Nocardioides marinisabuli,FALSE
Nocardioides mesophilus,FALSE
Nocardioides sambongensis,FALSE
Nocardioides seonyuensis,FALSE
Nocardioides sp. 603,FALSE
Nocardioides sp. 78,FALSE
Nocardioides sp. CF8,FALSE
Nocardioides sp. dk3136,FALSE
Nocardioides sp. dk884,FALSE
Nocardioides sp. HDW12A,FALSE
Nocardioides sp. HDW12B,FALSE
Nocardioides sp. HY056,FALSE
Nocardioides sp. JQ2195,FALSE
Nocardioides sp. JS614,FALSE
Nocardioides sp. MC1495,FALSE
Nocardioides sp. S-1144,FALSE
Nocardioides sp. S-713,FALSE
Nocardioides sp. SB3-45,FALSE
Nocardioides sp. WS12,FALSE
Nocardioides sp. zg-579,FALSE
Nocardioides sp. ZJ1313,FALSE
Nocardioides ungokensis,FALSE
Nocardiopsis alba,FALSE
Nocardiopsis dassonvillei,FALSE
Nocardiopsis gilva,FALSE
Nodularia spumigena,FALSE
Nonlabens dokdonensis,FALSE
Nonlabens marinus,FALSE
Nonlabens sediminis,FALSE
Nonlabens sp. Ci31,FALSE
Nonlabens sp. Hel1_33_55,FALSE
Nonlabens sp. MB-3u-79,FALSE
Nonlabens sp. MIC269,FALSE
Nonlabens sp. MJ115,FALSE
Nonlabens sp. SY33080,FALSE
Nonlabens spongiae,FALSE
Nonomuraea nitratireducens,FALSE
Nonomuraea sp. ATCC 55076,FALSE
Nordella sp. HKS 07,FALSE
Nostoc carneum,FALSE
Nostoc edaphicum,FALSE
Nostoc flagelliforme,FALSE
Nostoc linckia,FALSE
Nostoc piscinale,FALSE
Nostoc punctiforme,FALSE
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',FALSE
Nostoc sp. 'Peltigera membranacea cyanobiont' N6,FALSE
Nostoc sp. ATCC 53789,FALSE
Nostoc sp. C052,FALSE
Nostoc sp. C057,FALSE
Nostoc sp. CENA543,FALSE
Nostoc sp. NIES-2111,FALSE
Nostoc sp. NIES-3756,FALSE
Nostoc sp. NIES-4103,FALSE
Nostoc sp. PCC 7107,FALSE
Nostoc sp. PCC 7524,FALSE
Nostoc sp. TCL240-02,FALSE
Nostoc sp. TCL26-01,FALSE
Nostoc sphaeroides,FALSE
Novibacillus thermophilus,FALSE
Noviherbaspirillum sp. UKPF54,FALSE
Novosphingobium aromaticivorans,FALSE
Novosphingobium ginsenosidimutans,FALSE
Novosphingobium panipatense,FALSE
Novosphingobium pentaromativorans,FALSE
Novosphingobium resinovorum,FALSE
Novosphingobium sp. ABRDHK2,FALSE
Novosphingobium sp. ES2-1,FALSE
Novosphingobium sp. Gsoil 351,FALSE
Novosphingobium sp. P6W,FALSE
Novosphingobium sp. PP1Y,FALSE
Novosphingobium sp. THN1,FALSE
Novosphingobium tardaugens,FALSE
Novosphingopyxis sp. pb63,FALSE
Obesumbacterium proteus,FALSE
Oblitimonas alkaliphila,FALSE
Oceanicoccus sagamiensis,FALSE
Oceanicola sp. D3,FALSE
Oceanihabitans sp. IOP_32,FALSE
Oceanimonas sp. GK1,FALSE
Oceanisphaera avium,FALSE
Oceanisphaera profunda,FALSE
Oceanispirochaeta crateris,FALSE
Oceanithermus profundus,FALSE
Oceanobacillus iheyensis,FALSE
Oceanobacillus kimchii,FALSE
Oceanobacillus sp. 160,FALSE
Ochrobactrum anthropi,FALSE
Ochrobactrum pituitosum,FALSE
Ochrobactrum pseudogrignonense,FALSE
Ochrobactrum quorumnocens,FALSE
Ochrobactrum sp. MT180101,FALSE
Octadecabacter antarcticus,FALSE
Octadecabacter arcticus,FALSE
Octadecabacter sp. SW4,FALSE
Octadecabacter temperatus,FALSE
Odoribacter splanchnicus,FALSE
Oecophyllibacter saccharovorans,FALSE
Oenococcus kitaharae,FALSE
Oenococcus oeni,FALSE
Oenococcus sicerae,FALSE
Oenococcus sp. UCMA 16435,FALSE
Oerskovia sp. KBS0722,FALSE
Ogataea parapolymorpha,FALSE
Oleiphilus messinensis,FALSE
Oleispira antarctica,FALSE
Oligella urethralis,FALSE
Oligotropha carboxidovorans,FALSE
Olivibacter sp. LS-1,FALSE
Olivibacter sp. SDN3,FALSE
Olleya aquimaris,FALSE
Olleya sp. Bg11-27,FALSE
Olsenella profusa,FALSE
Olsenella sp. GAM18,FALSE
Olsenella sp. LZLJ-2,FALSE
Olsenella sp. oral taxon 807,TRUE
Olsenella sp. oral taxon 809,FALSE
Olsenella timonensis,FALSE
Olsenella uli,FALSE
Olsenella umbonata,FALSE
Opitutus sp. GAS368,FALSE
Opitutus terrae,FALSE
Orbus sp. IPMB12,FALSE
Oribacterium parvum,TRUE
Oribacterium sinus,TRUE
Oribacterium sp. oral taxon 078,TRUE
Oribacterium sp. oral taxon 102,FALSE
Oribacterium sp. oral taxon 108,TRUE
Oricola thermophila,FALSE
Orientia tsutsugamushi,FALSE
Ornithinimicrobium flavum,FALSE
Ornithinimicrobium pratense,FALSE
Ornithinimicrobium sp. AMA3305,FALSE
Ornithinimicrobium sp. H23M54,FALSE
Ornithinimicrobium sp. HY006,FALSE
Ornithobacterium rhinotracheale,FALSE
Orrella dioscoreae,FALSE
Oryzomicrobium terrae,FALSE
Oscillatoria acuminata,FALSE
